offer date,IPO name,ticker,CUSIP,Rollup,VC,Dual,Internet,Post-issue shares,CRSP perm,Founding,Unnamed: 11,Unnamed: 12,Unnamed: 13,SPAC IPO ,Date of IPO,IS_SPAC
20210608,SPK Acquisition Corp,SPKAU,848651204,0,0,1,0,6480000,21772,2020,,,,SPK Acquisition Corp.,6/7/2021,True
20210609,Colombier Acq Corp,CLBR.,19533H207,0,0,1,0,18750000,21625,2021,,,,Colombier Acquisition Corp.,6/8/2021,True
20210609,Global Consumer Acq Corp,GACQU,37892B207,0,0,1,0,21681510,21715,2020,,,,Global Consumer Acquisition Corp.,6/8/2021,True
20210609,Summit Healthcare Acq Corp,SMIHU,G8566R128,0,0,1,0,25750000,21766,2020,,,,Summit Healthcare Acquisition Corp.,6/9/2021,True
20210610,Blue Safari Grp Acq Corp,BSGA,G1195R122,0,0,1,0,6570000,21704,2021,,,,Blue Safari Group Acquisition Corp.,6/9/2021,True
20210611,Jaws Hurricane Acq Corp,HCNEU,47201B202,0,0,1,0,34375000,21852,2021,,,,Jaws Hurricane Acquisition Corp.,6/10/2021,True
20210611,Lakeshore Acquisition I Corp,LAAAU,G53521129,0,0,1,0,6500000,21739,2021,,,,Lakeshore Acquisition I Corp.,6/10/2021,True
20210611,Logistics Innovation Tech,LITTU,54141L209,0,0,1,0,37500000,21858,2021,,,,Logistics Innovation Technologies Corp.,6/10/2021,True
20210615,DILA Capital Acquisition Corp,DILAU,254028202,0,0,1,0,7158750,21839,2020,,,,Dila Capital Acquisition Corp.,6/14/2021,True
20210615,G Squared Ascend II Inc,GSQB.,G42041114,0,0,1,0,15625000,21824,2021,,,,"G Squared Ascend II, Inc.",6/14/2021,True
20210616,Rice Acquisition Corp II,RONI.,G75529118,0,0,1,0,30002500,21825,2021,,,,Rice Acquisition Corp. II,6/15/2021,True
20210616,Zimmer Energy Transition Acq,ZTAQU,989570205,0,0,1,0,37500000,21888,2021,,,,Zimmer Energy Transition Acquisition Corp.,6/15/2021,True
20210617,Corner Growth Acq Corp 2,TRONU,G2426E112,0,0,1,0,21875000,21884,2021,,,,Corner Growth Acquisition Corp. 2,6/16/2021,True
20210618,Jaws Juggernaut Acq Corp,JUGGU,G50735128,0,0,1,0,30000000,21855,2020,,,,JAWS Juggernaut Acquisition Corp.,6/17/2021,True
20210622,Golden Path Acquisition Corp,GPCOU,G4028H139,0,0,1,0,6498000,21720,2018,,,,Golden Path Acquisition Corp.,6/22/2021,True
20210623,Coliseum Acq Corp,MITAU,G2263T115,0,0,1,0,18750000,21859,2021,,,,Coliseum Acquisition Corp.,6/22/2021,True
20210624,FinTech Acquisition Corp VI,FTVIU,31811H205,0,0,1,0,30253333,21846,2020,,,,FinTech Acquisition Corp. VI,6/23/2021,True
20210624,Northern Lights Acquisition Co,NLITU,66538L204,0,0,1,0,12975675,21860,2021,,,,Northern Lights Acquisition Corp.,6/23/2021,True
20210629,Elliott Opportunity II Corp,EOCW.,G30092129,0,0,1,0,66250000,21822,2021,,,,Elliott Opportunity II Corp.,6/28/2021,True
20210630,Mountain Crest Acquisition Cor,MCAFU,62403K207,0,0,1,0,6605000,21740,2021,,,,Mountain Crest Acquisition Corp. IV,6/29/2021,True
20210630,Shelter Acquisition Corp I,SHQAU,822821203,0,0,1,0,25000000,21877,2020,,,,Shelter Acquisition Corp. I,6/29/2021,True
20210630,Thunder Bridge Capital IV Inc,THCPU,88605L206,0,0,1,0,28750000,21883,2021,,,,"Thunder Bridge Capital Partners IV, Inc.",6/29/2021,True
20210701,Corsair Partnering Corp,CORS.,G2540H124,0,0,1,0,26500000,21820,2021,,,,Corsair Partnering Corp.,6/30/2021,True
20210701,Frontier Investment Corp,FICVU,G36816117,0,0,1,0,20000000,21845,2021,,,,Frontier Investment Corp.,6/30/2021,True
20210701,G3 VRM Acquisition Corp,GGGVU,362425209,0,0,1,0,13147500,21850,2021,,,,G3 VRM Acquisition Corp.,6/30/2021,True
20210701,Macondray Capital Acquisition,DRAYU,G5853A123,0,0,1,0,31250000,21840,2021,,,,Macondray Capital Acquisition Corp. I,6/30/2021,True
20210708,Agrico Acquisition Corp,RICOU,G41089122,0,0,1,0,15750000,21871,2020,,,,Agrico Acquisition Corp.,7/7/2021,True
20210709,Galata Acquisition Corp,GLTA.,G3R23A124,0,0,1,0,15625000,21823,2021,,,,Galata Acquisition Corp.,7/8/2021,True
20210712,Good Works II Acquisition Corp,GWIIU,38216G203,0,0,1,0,25650000,21851,2020,,,,Good Works II Acquisition Corp.,7/12/2021,True
20210714,JATT Acquisition Corp,JATT.,G50752115,0,0,1,0,12000000,22071,2021,,,,JATT Acquisition Corp.,7/14/2021,True
20210715,CleanTech Acquisition Corp,CLAQU,18453L206,0,0,1,0,18750000,21832,2020,,,,CleanTech Acquisition Corp.,7/14/2021,True
20210715,TradeUP Acquisition Corp,UPTDU,89268A206,0,0,1,0,5295000,21971,2021,,,,TradeUP Acquisition Corp.,7/14/2021,True
20210716,Bilander Acquisition Corp,TWCBU,09001T205,0,0,1,0,20000000,21969,2021,,,,Bilander Acquisition Corp.,7/15/2021,True
20210716,Black Spade Acquisition Co,BSAQ.,G11537126,0,0,1,0,18750000,22070,2021,,,,Black Spade Acquisition Co.,7/15/2021,True
20210716,StoneBridge Acquisition Corp,APACU,G85094111,0,0,1,0,25000000,21910,2021,,,,StoneBridge Acquisition Corp.,7/15/2021,True
20210720,Chavant Capital Acquisition Co,CLAYU,G2058L129,0,0,1,0,8000000,21833,2021,,,,Chavant Capital Acquisition Corp.,7/19/2021,True
20210720,Clover Leaf Capital Corp,CLOEU,18915E204,0,0,1,0,16379000,21924,2021,,,,Clover Leaf Capital Corp.,7/19/2021,True
20210720,TortoiseEcofin Acquisition III,TRTL.,G8956E208,0,0,1,0,37500000,22076,2021,,,,TortoiseEcofin Acquisition Corp. III,7/19/2021,True
20210721,Portage Fintech Acquisition Co,PFTAU,G7185D122,0,0,1,0,30000000,21954,2021,,,,Portage Fintech Acquisition Corp.,7/20/2021,True
20210723,Belong Acquisition Corp,BLNGU,08069M201,0,0,1,0,19437500,21915,2021,,,,Belong Acquisition Corp.,7/22/2021,True
20210727,Alpha Healthcare Acquisition,ALPAU,02073F203,0,0,1,0,19205000,21908,2021,,,,Alpha Healthcare Acquisition Corp. III,7/26/2021,True
20210727,Williams Rowland Acquisition,WRAC.,96951B201,0,0,1,0,25000000,22069,2021,,,,Williams Rowland Acquisition Corp.,7/26/2021,True
20210728,Alpha Partners Technology Merg,APTMU,G63290129,0,0,1,0,32050000,21911,2021,,,,Alpha Partners Technology Merger Corp.,7/27/2021,True
20210728,Mercury Ecommerce Acq Corp,MEACU,589381201,0,0,1,0,21875000,21943,2021,,,,Mercury Ecommerce Acquisition Corp.,7/27/2021,True
20210729,International Media Acquisitio,IMAQU,459867206,0,0,1,0,25714400,21854,2021,,,,International Media Acquisition Corp.,7/28/2021,True
20210729,Metals Acquisition Corp,MTAL.,G60405118,0,0,1,0,31250000,22072,2021,,,,Metals Acquisition Corp.,7/28/2021,True
20210729,Software Acquisition Group III,SWAGU,83407J202,0,0,1,0,25000000,21965,2021,,,,Software Acquisition Group Inc. III,7/28/2021,True
20210730,XPAC Acquisition Corp,XPAXU,G9831X114,0,0,1,0,25000000,21974,2021,,,,XPAC Acquisition Corp.,7/30/2021,True
20210803,Healthwell Acquisition Corp I,HWELU,42227R208,0,0,1,0,31250000,21934,2021,,,,Healthwell Acquisition Corp. I,8/2/2021,True
20210804,AMCI Acquisition Corp II,AMCIU,00166R209,0,0,1,0,18750000,21909,2021,,,,AMCI Acquisition Corp. II,8/3/2021,True
20210804,Blue Whale Acquisition Corp I,BWCAU,G1330M111,0,0,1,0,22222222,21921,2021,,,,Blue Whale Acquisition Corp. I,8/3/2021,True
20210805,Gladstone Acquisition Corp,GLEEU,37653T207,0,0,1,0,12700000,21932,2021,,,,Gladstone Acquisition Corp.,8/4/2021,True
20210806,Nova Vision Acquisition Corp,NOVVU,G6759A126,0,0,1,0,6556500,21948,2021,,,,Nova Vision Acquisition Corp.,8/5/2021,True
20210806,Riverview Acquisition Corp,RVACU,769395203,0,0,1,0,31250000,21958,2021,,,,Riverview Acquisition Corp.,8/5/2021,True
20210806,Roth CH Acquisition IV Co,ROCGU,77867P203,0,0,1,0,12924000,21876,2019,,,,Roth CH Acquisition IV Co.,8/5/2021,True
20210810,Abri Spac I Inc,ASPAU,00085X204,0,0,1,0,6526250,21914,2021,,,,"Abri Spac I, Inc.",8/9/2021,True
20210810,Avista Public Acquisition Corp,AHPAU,G07247110,0,0,1,0,25000000,21907,2021,,,,Avista Healthcare Public Acquisition Corp.,10/14/2016,True
20210810,Conyers Park III Acquisition C,CPAAU,21289P201,0,0,1,0,43750000,21925,2021,,,,Conyers Park III Acquisition Corp.,8/9/2021,True
20210811,10X Capital Venture Acquisitio,VCXAU,G87076124,0,0,1,0,27321667,22253,2021,,,,10X Capital Venture Acquisition Corp. II,8/10/2021,True
20210811,Chardan NexTech Acquisition 2,CNTQU,159561208,0,0,1,0,13750000,21835,2020,,,,Chardan NexTech Acquisition 2 Corp.,8/10/2021,True
20210811,Decarbonization Plus Acquisiti,DCRDU,G2773W129,0,0,1,0,34375000,22201,2021,,,,Decarbonization Plus Acquisition Corp. IV,8/10/2021,True
20210811,PONO Capital Corp,PONOU,732450200,0,0,1,0,12969175,22225,2021,,,,PONO Capital Corp.,8/10/2021,True
20210811,TPB Acquisition Corp I,TPBAU,G8990L119,0,0,1,0,21875000,22241,2021,,,,TPB Acquisition Corp. I,8/10/2021,True
20210811,World Quantum Growth Acquisiti,WQGA.,G5596W119,0,0,1,0,25000000,22173,2021,,,,World Quantum Growth Acquisition Corp.,8/10/2021,True
20210812,AfterNext HealthTech Acquisiti,AFTR.,G01109118,0,0,1,0,31250000,22166,2021,,,,AfterNext HealthTech Acquisition Corp.,8/11/2021,True
20210812,Oxbridge Acquisition Corp,OXACU,G6855L125,0,0,1,0,12600000,22223,2021,,,,Oxbridge Acquisition Corp.,8/11/2021,True
20210812,PHP Ventures Acquisition Corp,PPHPU,69291C205,0,0,1,0,6520900,22228,2021,,,,PHP Ventures Acquisition Corp.,8/11/2021,True
20210813,Armada Acquisition Corp. I,AACIU,04208V202,0,0,1,0,20709500,22271,2020,,,,Armada Acquisition Corp. I,8/12/2021,True
20210813,AxonPrime Infrastructure Acq,APMIU,05467C207,0,0,1,0,18750000,22180,2021,,,,AxonPrime Infrastructure Acquisition Corp.,8/12/2021,True
20210813,CENAQ Energy Corp,CENQU,15130M201,0,0,1,0,18915000,22193,2020,,,,CENAQ Energy Corp.,8/12/2021,True
20210813,Jupiter Acquisition Corp,JAQCU,482082203,0,0,1,0,19330000,22212,2020,,,,Jupiter Acquisition Corp.,8/12/2021,True
20210813,Kensington Capital Acquis V,KCGI.,G5251K111,0,0,1,0,30000000,22172,2021,,,,Kensington Capital Acquisition Corp. V,8/12/2021,True
20210820,Waverley Capital Acquisition I,WAVC.,G06536125,0,0,1,0,25000000,22167,2021,,,,Waverley Capital Acquisition Corp. 1,8/19/2021,True
20210826,Cascadia Acquisition Corp,CCAIU,14739D209,0,0,1,0,18750000,22192,2021,,,,Cascadia Acquisition Corp.,8/25/2021,True
20210826,Minority Equality Opportunit,MEOAU,60436Q209,0,0,1,0,13887500,22216,2021,,,,Minority Equality Opportunities Acquisition Inc.,8/25/2021,True
20210826,Springwater Special Situations,SWSSU,85205U206,0,0,1,0,19770000,21966,2020,,,,Springwater Special Situations Corp.,8/25/2021,True
20210830,CHW Acquisition Corp,CHWAU,G2254A117,0,0,1,0,13805000,21923,2021,,,,CHW Acquisition Corp.,8/30/2021,True
20210831,Alpine Acquisition Corporation,REVEU,02083L208,0,0,1,0,12675000,22233,2021,,,,Alpine Acquisition Corp.,8/30/2021,True
20210901,Concord Acquisition Corp II,CNDA.,20607U207,0,0,1,0,31250000,22100,2021,,,,Concord Acquisition Corp. II,8/31/2021,True
20210902,DTRT Health Acquisition Corp,DTRTU,23344T202,0,0,1,0,25000000,22202,2021,,,,DTRT Health Acquisition Corp.,9/1/2021,True
20210902,Insight Acquisition Corp,INAQ.,45784L209,0,0,1,0,30000000,22127,2021,,,,Insight Acquisition Corp.,9/1/2021,True
20210903,Digital World Acquisition Corp,DWACU,25400Q204,0,0,1,0,32386609,21927,2020,,,,Digital World Acquisition Corp.,9/2/2021,True
20210903,Oxus Acquisition Corp,OXUSU,G6859L113,0,0,1,0,19050000,22224,2021,,,,Oxus Acquisition Corp.,9/2/2021,True
20210908,Banner Acquisition Corp,BNNRU,06654K200,0,0,1,0,18750000,22188,2021,,,,Banner Acquisition Corp.,9/7/2021,True
20210910,Bannix Acquisition Corp,BNIXU,066644204,0,0,1,0,8220250,22187,2021,,,,Bannix Acquisition Corp.,9/9/2021,True
20210910,First Light Acquisition Group,FLAGU,320703200,0,0,1,0,25000000,22380,2021,,,,"First Light Acquisition Group, Inc.",9/9/2021,True
20210910,Future Health ESG Corp,FHLTU,36118W201,0,0,1,0,25000000,22548,2021,,,,Future Health ESG Corp.,9/9/2021,True
20210910,SILVERspac Inc,SLVRU,G8136V120,0,0,1,0,31250000,22340,2021,,,,SilverSPAC Inc.,9/9/2021,True
20210915,CIIG Capital Partners II Inc,CIIGU,12561U208,0,0,1,0,31250000,22292,2021,,,,"CIIG Capital Partners II, Inc.",9/14/2021,True
20210915,Endurance Acquisition Corp,EDNCU,69512X202,0,0,1,0,25000000,21951,2021,,,,Pacifico Acquisition Corp.,9/13/2021,True
20210915,Sierra Lake Acquisition Corp,SIERU,826332207,0,0,1,0,37500000,22339,2021,,,,Sierra Lake Acquisition Corp.,9/14/2021,True
20210915,WinVest Acquisition Corp,WINVU,97655B208,0,0,1,0,12500000,22257,2021,,,,WinVest Acquisition Corp.,9/14/2021,True
20210916,SOAR Technology Acquisition Co,FLYA.,G82472104,0,0,1,0,26666667,22421,2021,,,,SOAR Technology Acquisition Corp.,9/15/2021,True
20210921,HHG Capital Corp,HHGCU,G4R23P137,0,0,1,0,6517000,22308,2020,,,,HHG Capital Corp.,9/20/2021,True
20210922,Argus Capital Corp,ARGUU,04026L204,0,0,1,0,33125000,22275,2021,,,,Argus Capital Corp.,9/21/2021,True
20210922,Inflection Point Acquisition,IPAXU,G47874105,0,0,1,0,37500000,22313,2021,,,,Inflection Point Acquisition Corp.,9/21/2021,True
20210923,Live Oak Crestview Climate Acq,LOCC.,538086208,0,0,1,0,25000000,22395,2021,,,,Live Oak Crestview Climate Acquisition Corp.,9/22/2021,True
20210924,Direct Selling Acquisition,DSAQ.,25460L202,0,0,1,0,25000000,22378,2021,,,,Direct Selling Acquisition Corp.,9/23/2021,True
20210924,GigCapital5 Inc,GIA.U,37519U208,0,0,1,0,25750000,22384,2021,,,,"GigCapital5, Inc.",9/23/2021,True
20210928,Berenson Acquisition Corp I,BACA.,083690206,0,0,1,0,31250000,22355,2021,,,,Berenson Acquisition Corp. I,9/27/2021,True
20210928,Parabellum Acquisition Corp,PRBM.,69901P208,0,0,1,0,15625000,22148,2021,,,,Parabellum Acquisition Corp.,9/27/2021,True
20210929,Hennessy Capital Investment VI,HCVIU,42600H207,0,0,1,0,40000000,22305,2021,,,,Hennessy Capital Investment Corp. VI,9/28/2021,True
20210929,MELI Kaszek Pioneer Corp,MEKA,G5S74L106,0,0,1,0,37000000,21946,2021,,,,MELI Kaszek Pioneer Corp.,9/28/2021,True
20210930,Artemis Strategic Investment C,ARTEU,04303A202,0,0,1,0,21875000,22276,2021,,,,Artemis Strategic Investment Corp.,9/29/2021,True
20210930,Home Plate Acquisition Corp,HPLTU,43734R202,0,0,1,0,25000000,22309,2021,,,,Home Plate Acquisition Corp.,9/29/2021,True
20211001,Marblegate Acquisition Corp,GATEU,56608A204,0,0,1,0,41213333,22303,2020,,,,Marblegate Acquisition Corp.,9/30/2021,True
20211001,Monterey Bio Acquisition Corp,MTRYU,61240F207,0,0,1,0,12500000,22326,2020,,,,Monterey Bio Acquisition Corp.,9/30/2021,True
20211001,dMY Technology Group Inc VI,DMYS.,233247204,0,0,1,0,26250000,22370,2021,,,,"dMY Technology Group, Inc. VI",9/30/2021,True
20211005,Crixus BH3 Acquisition Co,BHACU,22677T201,0,0,1,0,25000000,22282,2021,,,,Crixus BH3 Acquisition Corp.,10/4/2021,True
20211005,Mount Rainier Acquisition Corp,RNERU,623006202,0,0,1,0,19301200,22677,2021,,,,Mount Rainier Acquisition Corp.,10/4/2021,True
20211006,Avalon Acquisition Inc.,AVACU,05338E200,0,0,1,0,22635000,22528,2020,,,,Avalon Acquisition Inc.,10/5/2021,True
20211006,Enphys Acquisition Corp,NFYS.,G3167L125,0,0,1,0,37500000,22419,2021,,,,Enphys Acquisition Corp.,10/5/2021,True
20211006,Parsec Capital Acquisitions Co,PCXCU,70184A207,0,0,1,0,9375000,22590,2021,,,,Parsec Capital Acquisitions Corp.,10/5/2021,True
20211006,Phoenix Biotech Acquisition Co,PBAXU,71902K204,0,0,1,0,20431250,22332,2021,,,,Phoenix Biotech Acquisition Corp.,10/5/2021,True
20211007,IX Acquisition Corp,IXAQU,G5000D129,0,0,1,0,25000000,22317,2021,,,,IX Acquisition Corp.,10/7/2021,True
20211008,Hawks Acquisition Corp,HWKZ.,42032P207,0,0,1,0,25000000,22390,2021,,,,Hawks Acquisition Corp.,10/7/2021,True
20211008,Learn CW Investment Corp,LCW.U,G54157121,0,0,1,0,25000000,22420,2021,,,,Learn CW Investment Corp.,10/8/2021,True
20211008,Maxpro Capital Acquisition Cor,JMACU,57778T205,0,0,1,0,11692775,22318,2021,,,,Maxpro Capital Acquisition Corp.,10/7/2021,True
20211008,Schultze Spec Purpose Acq II,SAMAU,808212203,0,0,1,0,18750000,22335,2020,,,,Schultze Special Purpose Acquisition Corp. II,10/7/2021,True
20211012,Gesher I Acquisition Corp,GIACU,G38537117,0,0,1,0,12700000,22304,2021,,,,Gesher I Acquisition Corp.,10/12/2021,True
20211013,Fat Projects Acquisition Corp,FATPU,G3400W128,0,0,1,0,12600000,22547,2021,,,,Fat Projects Acquisition Corp.,10/12/2021,True
20211014,Black Mountain Acquisition Cor,BMAC.,09216A207,0,0,1,0,30000000,22359,2021,,,,Black Mountain Acquisition Corp.,10/13/2021,True
20211014,Rose Hill Acquisition Corp,ROSEU,G7637J115,0,0,1,0,16875000,22597,2021,,,,Rose Hill Acquisition Corp.,10/13/2021,True
20211014,Tristar Acquisition I Corp,TRIS.,G9074V122,0,0,1,0,25000000,22512,2021,,,,Tristar Acquisition I Corp.,10/13/2021,True
20211015,Achari Ventures Holdings Corp.,AVHIU,00444X200,0,0,1,0,12500000,22279,2021,,,,Achari Ventures Holdings Corp. I,10/15/2021,True
20211015,Compass Digital Acquisition Co,CDAQU,G2476C115,0,0,1,0,25000000,22535,2021,,,,Compass Digital Acquisition Corp.,10/15/2021,True
20211015,Founder SPAC,FOUNU,G3661E122,0,0,1,0,34375000,22553,2021,,,,Founder SPAC,10/14/2021,True
20211015,PepperLime Health Acquisition,PEPLU,G70021129,0,0,1,0,18750000,22594,2021,,,,PepperLime Health Acquisition Corp.,10/14/2021,True
20211015,Sanaby Health Acquisition Corp,SANBU,79956P201,0,0,1,0,19500000,22336,2021,,,,Sanaby Health Acquisition Corp. I,10/14/2021,True
20211019,Blockchain Moon Acquisition Co,BMAQU,09370F208,0,0,1,0,12900000,22288,2021,,,,Blockchain Moon Acquisition Corp.,10/18/2021,True
20211019,Enterprise 4.0 Technology Acqu,ENTFU,G3137C122,0,0,1,0,33325000,22545,2021,,,,Enterprise 4.0 Technology Acquisition Corp.,10/19/2021,True
20211019,Fintech Ecosystem Development,FEXDU,318136207,0,0,1,0,12550000,22646,2021,,,,Fintech Ecosystem Development Corp.,10/18/2021,True
20211019,Sportsmap Tech Acquisition Cor,SMAPU,84921J207,0,0,1,0,13115000,22341,2021,,,,Sportsmap Tech Acquisition Corp.,10/18/2021,True
20211020,Athena Consumer Acquisition Co,ACAQ.,04684M205,0,0,1,0,28000000,22440,2021,,,,Athena Consumer Acquisition Corp.,10/19/2021,True
20211020,Esgen Acquisition Corp,ESACU,G3R95N129,0,0,1,0,30000000,22546,2021,,,,ESGEN Acquisition Corp.,10/19/2021,True
20211020,Industrial Human Capital Inc,AXH.U,45617P203,0,0,1,0,12500000,22470,2021,,,,"Industrial Human Capital, Inc.",10/19/2021,True
20211020,Newcourt Acquisition Corp,NCACU,G6448C111,0,0,1,0,28850000,22580,2021,,,,Newcourt Acquisition Corp.,10/19/2021,True
20211020,Worldwide Webb Acquisition Cor,WWACU,G97775129,0,0,1,0,25000000,22615,2021,,,,Worldwide Webb Acquisition Corp.,10/19/2021,True
20211021,Accretion Acquisition Corp,ENERU,00438Y206,0,0,1,0,22620000,22544,2021,,,,Accretion Acquisition Corp.,10/20/2021,True
20211021,ExcelFin Acquisition Corp,XFINU,30069X201,0,0,1,0,25000000,22616,2021,,,,ExcelFin Acquisition Corp.,10/20/2021,True
20211021,Global Technology Acquisition,GTACU,G3934N123,0,0,1,0,21875000,22559,2021,,,,Global Technology Acquisition Corp. I,10/20/2021,True
20211021,GoGreen Investments Corp,GOGN.,G9461B127,0,0,1,0,31191000,22513,2021,,,,GoGreen Investments Corp.,10/20/2021,True
20211021,Newhold Investment Corp II,NHICU,651450207,0,0,1,0,21875000,22581,2021,,,,Newhold Investment Corp. II,10/20/2021,True
20211021,Thrive Acquisition Corp,THACU,G7158C127,0,0,1,0,18750000,22606,2021,,,,Thrive Acquisition Corp.,10/20/2021,True
20211022,Iconic Sports Acquisition Corp,ICNC.,G4712C123,0,0,1,0,37500000,22502,2021,,,,Iconic Sports Acquisition Corp.,10/21/2021,True
20211022,M3-Brigade Acquisition III Cor,MBSC.,55407R202,0,0,1,0,32625000,22480,2021,,,,M3-Brigade Acquisition III Corp.,10/21/2021,True
20211022,Pegasus Digital Mobility Acqui,PGSS.,G69768128,0,0,1,0,25000000,22504,2021,,,,Pegasus Digital Mobility Acquisition Corp.,10/21/2021,True
20211027,Deep Medicine Acquisition Corp,DMAQU,243733201,0,0,1,0,14308000,22540,2020,,,,Deep Medicine Acquisition Corp.,10/26/2021,True
20211027,Innovative International Acqui,IOACU,G4809M117,0,0,1,0,28000000,22662,2021,,,,Innovative International Acquisition Corp.,10/26/2021,True
20211027,LAVA Medtech Acquisition Corp,LVACU,519345201,0,0,1,0,12500000,22572,2021,,,,LAVA Medtech Acquisition Corp.,10/26/2021,True
20211027,OPY Acquisition Corp I,OHAAU,671005205,0,0,1,0,13750000,22587,2020,,,,OPY Acquisition Corp. I,10/26/2021,True
20211027,Pyrophyte Acquisition Corp,PHYT.,G7308P119,0,0,1,0,21875000,22505,2021,,,,Pyrophyte Acquisition Corp.,10/26/2021,True
20211027,TKB Critical Technologies 1,USCTU,G88935104,0,0,1,0,25000000,22608,2021,,,,TKB Critical Technologies 1,10/26/2021,True
20211028,Anthemis Digital Acquisitions,ADALU,G03959122,0,0,1,0,27187500,22519,2021,,,,Anthemis Digital Acquisitions I Corp.,10/27/2021,True
20211028,Focus Impact Acquisition Corp,FIACU,34417L208,0,0,1,0,25000000,22549,2021,,,,Focus Impact Acquisition Corp.,10/27/2021,True
20211028,Perception Capital Corp II,PCCTU,G7007D128,0,0,1,0,25000000,22589,2021,,,,Perception Capital Corp. II,10/27/2021,True
20211028,Seaport Calibre Materials Acqu,SCMAU,812204204,0,0,1,0,16250000,22599,2019,,,,Seaport Calibre Materials Acquisition Corp.,10/27/2021,True
20211029,AltEnergy Acquisition Corp,AEAEU,02157M207,0,0,1,0,25000000,22521,2021,,,,AltEnergy Acquisition Corp.,10/28/2021,True
20211029,Arbor Rapha Capital Bioholding,ARCKU,03881F203,0,0,1,0,18750000,22524,2021,,,,Arbor Rapha Capital Bioholdings Corp. I,10/28/2021,True
20211029,Cactus Acquisition Corp 1 Ltd,CCTSU,G1745A116,0,0,1,0,13750000,22532,2021,,,,Cactus Acquisition Corp. 1 Ltd.,10/28/2021,True
20211029,Project Energy Reimagined Acqu,PEGRU,G72556122,0,0,1,0,31250000,22591,2021,,,,Project Energy Reimagined Acquisition Corp.,10/28/2021,True
20211029,SDCL EDGE Acquisition Corp,SEDA.,G79471119,0,0,1,0,21875000,22508,2021,,,,SDCL Edge Acquisition Corp.,10/28/2021,True
20211101,Vision Sensing Acquisition Cor,VSACU,92838J202,0,0,1,0,11426500,22612,2021,,,,Vision Sensing Acquisition Corp.,10/29/2021,True
20211103,Fortune Rise Acquisition Corp,FRLAU,34969G201,0,0,1,0,11239500,22554,2021,,,,Fortune Rise Acquisition Corp.,11/2/2021,True
20211103,Integral Acquisition Corp 1,INTEU,45827K200,0,0,1,0,12500000,22563,2021,,,,Integral Acquisition Corp. 1,11/2/2021,True
20211103,McLaren Technology Acquisition,MLAIU,58176U208,0,0,1,0,21875000,22575,2021,,,,McLaren Technology Acquisition Corp.,11/2/2021,True
20211103,Onyx Acquisition Co I,ONYXU,G6755Q125,0,0,1,0,28750000,22588,2021,,,,Onyx Acquisition Co. I,11/2/2021,True
20211103,TG Venture Acquisition Corp,TGVCU,87251T208,0,0,1,0,12564149,22346,2021,,,,TG Venture Acquisition Corp.,11/2/2021,True
20211103,Trine II Acquisition Corp,TRAQ.,G9059F126,0,0,1,0,45000000,22511,2021,,,,Trine II Acquisition Corp.,11/2/2021,True
20211104,Concord Acquisition Corp III,CNDB.,20607V205,0,0,1,0,37500000,22447,2021,,,,Concord Acquisition Corp. III,11/3/2021,True
20211104,Digital Health Acquisition Cor,DHACU,253893200,0,0,1,0,13009000,22539,2021,,,,Digital Health Acquisition Corp.,11/3/2021,True
20211104,Finnovate Acquisition Corp.,FNVTU,G3R34K129,0,0,1,0,18900000,22552,2021,,,,Finnovate Acquisition Corp.,11/3/2021,True
20211104,Juniper II Corp,JUN.U,48203N202,0,0,1,0,32500000,22474,2020,,,,Juniper II Corp.,11/3/2021,True
20211104,Liberty Resources Acquisition,LIBYU,53118A204,0,0,1,0,12977775,22570,2021,,,,Liberty Resources Acquisition Corp.,11/3/2021,True
20211104,Lionheart III Corp,LIONU,536262207,0,0,1,0,14765000,22571,2021,,,,Lionheart III Corp.,11/3/2021,True
20211104,Mercato Partners Acquisition C,MPRAU,58759A207,0,0,1,0,25000000,22579,2021,,,,Mercato Partners Acquisition Corp.,11/4/2021,True
20211104,Semper Paratus Acquisition Cor,LGSTU,G8028L123,0,0,1,0,41813333,22669,2021,,,,Semper Paratus Acquisition Corp.,11/3/2021,True
20211104,Sizzle Acquisition Corp,SZZLU,83014E208,0,0,1,0,19030600,22800,2020,,,,Sizzle Acquisition Corp.,11/3/2021,True
20211104,Spindletop Health Acquisition,SHCAU,84854Q202,0,0,1,0,25000000,22601,2021,,,,Spindletop Health Acquisition Corp.,11/3/2021,True
20211104,Talon 1 Acquisition Corp,TOACU,G86656124,0,0,1,0,25000000,22607,2021,,,,Talon 1 Acquisition Corp.,11/3/2021,True
20211105,7 Acquisition Corp,SVNAU,G80694121,0,0,1,0,25000000,22604,2021,,,,7 Acquisition Corp.,11/4/2021,True
20211105,Intelligent Medicine Acquisiti,IQMDU,45828D205,0,0,1,0,22500000,22564,2021,,,,Intelligent Medicine Acquisition Corp.,11/4/2021,True
20211105,Mountain & Co. I Acquisition C,MCAAU,G6301J120,0,0,1,0,25000000,22573,2021,,,,Mountain & Co. I Acquisition Corp.,11/4/2021,True
20211105,New Providence Acquisition Cor,NPABU,64823D201,0,0,1,0,28125000,22582,2020,,,,New Providence Acquisition Corp. II,11/4/2021,True
20211105,Rigel Resource Acquisition Cor,RRAC.,G7573M122,0,0,1,0,34375000,22507,2021,,,,Rigel Resource Acquisition Corp.,11/4/2021,True
